,rotation,max_val,rotation_reverse,max_val_reverse,translation,x,y,z,score,reversed_diff,reversed_best,file_name,channel,roll,pitch,yaw,channel_reverse,roll_reverse,pitch_reverse,yaw_reverse
1,"pitch/theta/X: 295.08, yaw/phi/Y: -80.55, roll/Z: 171.00",135.0312248676688,"pitch/theta/X: 295.08, yaw/phi/Y: -80.55, roll/Z: 171.00",133.43230940561534,"x: 0.89, y: 0.30, z: 21.73",0.8876056261188303,0.2989829477452902,21.728411900093768,0.018884594953648942,-1.5989154620534691,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,171,295.078,-80.55,rg,171,295.078,-80.55
2,"pitch/theta/X: 68.97, yaw/phi/Y: 80.55, roll/Z: 167.00",132.1991929751507,"pitch/theta/X: 68.97, yaw/phi/Y: 80.55, roll/Z: 167.00",133.9029006318382,"x: 0.93, y: 0.31, z: 22.84",0.9329302872730372,0.3142502020288125,22.83795072883812,0.01955858219884743,1.7037076566874987,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,167,68.967,80.55,rg,167,68.967,80.55
3,"pitch/theta/X: 165.23, yaw/phi/Y: -62.55, roll/Z: 306.00",115.17658802835696,"pitch/theta/X: 165.23, yaw/phi/Y: -62.55, roll/Z: 306.00",114.69678066562555,"x: 0.83, y: 0.28, z: 20.30",0.8291181484954392,0.2792819026510953,20.29664990196914,0.021138260635771927,-0.4798073627314068,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,306,165.233,-62.55,rg,306,165.233,-62.55
4,"pitch/theta/X: 68.97, yaw/phi/Y: 80.55, roll/Z: 167.00",131.8309491851721,"pitch/theta/X: 68.97, yaw/phi/Y: 80.55, roll/Z: 167.00",133.42868025543623,"x: 0.93, y: 0.31, z: 22.77",0.9299703946807603,0.31325318557667714,22.76549313783991,0.022171181349809527,1.5977310702641319,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,167,68.967,80.55,rb,167,68.967,80.55
5,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 218.00",135.30423783574147,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 218.00",137.3771686490512,"x: 0.93, y: 0.31, z: 22.76",0.9296569942886367,0.31314761912880396,22.75782115761657,0.024969573040307058,2.072930813309739,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,218,121.491,83.25,rb,218,121.491,83.25
6,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 218.00",135.26181778175282,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 218.00",137.19754751265907,"x: 0.93, y: 0.31, z: 22.77",0.9302768306197254,0.3133564061034865,22.772994629613844,0.025733388202271973,1.935729730906246,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,218,121.491,83.25,rg,218,121.491,83.25
7,"pitch/theta/X: 101.43, yaw/phi/Y: 76.05, roll/Z: 199.00",133.1032068537558,"pitch/theta/X: 101.43, yaw/phi/Y: 76.05, roll/Z: 199.00",134.74485912775665,"x: 0.94, y: 0.32, z: 23.11",0.9441569857642144,0.31803182678373537,23.112778109283095,0.02597318443723709,1.6416522740008475,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,199,101.429,76.05,rg,199,101.429,76.05
8,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 227.00",133.0527373316024,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 227.00",131.5415163418815,"x: 0.89, y: 0.30, z: 21.83",0.8916728667632765,0.3003529656465774,21.827977154547778,0.02631549988602347,-1.511220989720897,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,227,242.554,-83.25,rg,227,242.554,-83.25
9,"pitch/theta/X: 81.37, yaw/phi/Y: 68.85, roll/Z: 180.00",128.95487423909955,"pitch/theta/X: 81.37, yaw/phi/Y: 68.85, roll/Z: 180.00",130.62105888625652,"x: 0.94, y: 0.32, z: 22.93",0.9368303810416843,0.31556391782456733,22.93342426050635,0.026589459861516007,1.6661846471569675,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,180,81.366,68.85,rg,180,81.366,68.85
10,"pitch/theta/X: 55.45, yaw/phi/Y: -37.35, roll/Z: 71.00",103.30451149932996,"pitch/theta/X: 55.45, yaw/phi/Y: -37.35, roll/Z: 71.00",104.25102499238537,"x: 0.72, y: 0.24, z: 17.70",0.722889344471912,0.24349956866422298,17.696189583155743,0.02900954687932747,0.9465134930554058,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,71,55.45,-37.35,rb,71,55.45,-37.35
11,"pitch/theta/X: 341.06, yaw/phi/Y: 32.85, roll/Z: 279.00",91.19162472554537,"pitch/theta/X: 341.06, yaw/phi/Y: 32.85, roll/Z: 279.00",91.18786298444412,"x: 0.67, y: 0.23, z: 16.47",0.6726268860284715,0.22656905634643248,16.465774443781434,0.0304312205160025,-0.0037617411012433877,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,279,341.056,32.85,rb,279,341.056,32.85
12,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 187.00",132.30669472671744,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 187.00",133.8490926437895,"x: 0.91, y: 0.31, z: 22.36",0.9133253516324267,0.3076464342340806,22.35802574375586,0.031720619590816734,1.5423979170720656,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,187,89.03,87.75,rb,187,89.03,87.75
13,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 187.00",132.2380946145589,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 187.00",133.7789994048426,"x: 0.91, y: 0.31, z: 22.38",0.9141541215582644,0.3079255988406785,22.37831386923536,0.03218532009221953,1.5409047902837187,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,187,89.03,87.75,rg,187,89.03,87.75
14,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 197.00",133.2702543541253,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 197.00",131.86129781350647,"x: 0.89, y: 0.30, z: 21.76",0.8888104765152159,0.2993887920893359,21.757906401841275,0.033268891099525355,-1.4089565406188456,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,197,275.016,-87.75,rb,197,275.016,-87.75
15,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 197.00",133.3310336445827,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 197.00",131.99131953542846,"x: 0.89, y: 0.30, z: 21.76",0.8889428011252236,0.29943336458954906,21.76114568238002,0.03356686647533266,-1.3397141091542437,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,197,275.016,-87.75,rg,197,275.016,-87.75
16,"pitch/theta/X: 282.68, yaw/phi/Y: -68.85, roll/Z: 185.00",131.56729268638054,"pitch/theta/X: 282.68, yaw/phi/Y: -68.85, roll/Z: 185.00",130.11082465451497,"x: 0.86, y: 0.29, z: 21.05",0.86001942715881,0.2896907544113886,21.053107151990453,0.033804895747198804,-1.456468031865569,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,185,282.679,-68.85,rg,185,282.679,-68.85
17,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 145.00",134.68381016102518,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 145.00",132.89684531046657,"x: 0.89, y: 0.30, z: 21.76",0.8890124456568066,0.29945682380018745,21.762850566874093,0.033990515906656193,-1.7869648505586042,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,145,327.539,-85.05,rg,145,327.539,-85.05
18,"pitch/theta/X: 138.63, yaw/phi/Y: 40.95, roll/Z: 54.00",114.90443197608163,"pitch/theta/X: 138.63, yaw/phi/Y: 40.95, roll/Z: 54.00",114.40845699438184,"x: 0.85, y: 0.29, z: 20.85",0.8518222657914926,0.2869296053192396,20.852442247037764,0.034550786807562295,-0.4959749816997885,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,54,138.626,40.95,rb,54,138.626,40.95
19,"pitch/theta/X: 128.04, yaw/phi/Y: -27.45, roll/Z: 129.00",92.53201564754286,"pitch/theta/X: 128.04, yaw/phi/Y: -27.45, roll/Z: 129.00",94.05690914677562,"x: 0.49, y: 0.17, z: 12.02",0.49120984570795323,0.16546015855425794,12.024720825164096,0.03466029059989581,1.5248934992327605,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,129,128.036,-27.45,rg,129,128.036,-27.45
20,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 145.00",134.74621968110438,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 145.00",133.19406705544299,"x: 0.89, y: 0.30, z: 21.84",0.8923066320006818,0.30056644446338754,21.843491603443866,0.034687905665059054,-1.5521526256613924,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,145,327.539,-85.05,rb,145,327.539,-85.05
21,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 106.00",140.91562079829902,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 106.00",138.71577150223834,"x: 0.89, y: 0.30, z: 21.77",0.8894720995652544,0.29961165459040145,21.774102804534994,0.03559221211895133,-2.199849296060677,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,106,0.0,-89.55,rg,106,0.0,-89.55
22,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 106.00",140.84439832387955,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 106.00",138.640507232856,"x: 0.89, y: 0.30, z: 21.77",0.8893676327678799,0.2995764657744437,21.77154547779388,0.03575178078934754,-2.203891091023536,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,106,0.0,-89.55,rb,106,0.0,-89.55
23,"pitch/theta/X: 93.77, yaw/phi/Y: 57.15, roll/Z: 192.00",131.20424091199305,"pitch/theta/X: 93.77, yaw/phi/Y: 57.15, roll/Z: 192.00",133.10524316896687,"x: 0.90, y: 0.30, z: 22.10",0.9028299207228709,0.3041111311908618,22.10109965049868,0.03650727534247644,1.9010022569738112,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,192,93.766,57.15,rg,192,93.766,57.15
24,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 345.00",128.83070451840518,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 345.00",130.7274135842487,"x: 0.86, y: 0.29, z: 21.08",0.8610153439604467,0.29002622112351883,21.077487000255733,0.03671991756942247,1.8967090658435097,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,345,73.703,49.95,rb,345,73.703,49.95
25,"pitch/theta/X: 61.30, yaw/phi/Y: 61.65, roll/Z: 160.00",124.26721436506203,"pitch/theta/X: 61.30, yaw/phi/Y: 61.65, roll/Z: 160.00",125.8718709663231,"x: 0.92, y: 0.31, z: 22.62",0.924015787230415,0.3112474230670872,22.619725513596453,0.037505831014128826,1.6046566012610697,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,160,61.304,61.65,rg,160,61.304,61.65
26,"pitch/theta/X: 47.79, yaw/phi/Y: -56.25, roll/Z: 67.00",121.5533860727939,"pitch/theta/X: 47.79, yaw/phi/Y: -56.25, roll/Z: 67.00",118.94642392585615,"x: 0.79, y: 0.27, z: 19.26",0.7868230244650924,0.2650351240303469,19.261273548717075,0.03893330345080942,-2.6069621469377466,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,67,47.787,-56.25,rg,67,47.787,-56.25
27,"pitch/theta/X: 48.91, yaw/phi/Y: 73.35, roll/Z: 150.00",127.89242747256637,"pitch/theta/X: 48.91, yaw/phi/Y: 73.35, roll/Z: 150.00",129.61101788129568,"x: 0.93, y: 0.31, z: 22.88",0.9348037251726196,0.31488125479498763,22.883812121728756,0.03917013361486585,1.7185904087293125,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,150,48.905,73.35,rg,150,48.905,73.35
28,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 60.00",137.57137550611665,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 60.00",135.65437226103336,"x: 0.89, y: 0.30, z: 21.90",0.8944656124797544,0.3012936799931804,21.89634302276021,0.039176936006588725,-1.9170032450832935,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,60,52.523,-86.85,rg,60,52.523,-86.85
29,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 56.00",136.76669681461118,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 56.00",135.09152612797186,"x: 0.89, y: 0.30, z: 21.88",0.8939920296649899,0.30113415736083876,21.884749808200493,0.03918176202393303,-1.6751706866393192,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rb,56,52.523,-86.85,rb,56,52.523,-86.85
30,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 335.00",135.54539023816272,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 335.00",133.79418258977606,"x: 0.90, y: 0.30, z: 21.93",0.8956843917824565,0.3017042161793538,21.92617850140653,0.03959809932822467,-1.7512076483866679,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16044937.png,rg,335,137.508,-88.65,rg,335,137.508,-88.65
0,"pitch/theta/X: 295.08, yaw/phi/Y: -80.55, roll/Z: 169.00",140.07827503000854,"pitch/theta/X: 295.08, yaw/phi/Y: -80.55, roll/Z: 169.00",138.63087049882904,"x: 0.93, y: 0.25, z: 21.91",0.932697912215858,0.2543721578770522,21.909746587170734,0.016148631600641283,-1.447404531179501,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,169,295.078,-80.55,rg,169,295.078,-80.55
1,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 220.00",137.9462677731776,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 220.00",136.61678273963335,"x: 0.94, y: 0.26, z: 22.01",0.9369717774843128,0.2555377574957217,22.010142764489384,0.018307108454773457,-1.3294850335442447,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,220,242.554,-83.25,rg,220,242.554,-83.25
2,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 181.00",137.34526643200377,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 181.00",138.67982575885836,"x: 0.96, y: 0.26, z: 22.57",0.9605951286599514,0.26198048963453224,22.565072319942487,0.01908177639126682,1.3345593268545883,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,181,89.03,87.75,rg,181,89.03,87.75
3,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 181.00",137.4159027811858,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 181.00",138.68885619278055,"x: 0.96, y: 0.26, z: 22.54",0.9597242554288794,0.26174297875333075,22.54461487970119,0.019445921184563203,1.2729534115947558,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,181,89.03,87.75,rb,181,89.03,87.75
4,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 213.00",140.5171408434537,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 213.00",142.11532890766858,"x: 0.98, y: 0.27, z: 22.96",0.9775369062224062,0.2666009744242926,22.96304689270393,0.020426703893214382,1.5981880642148951,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,213,121.491,83.25,rg,213,121.491,83.25
5,"pitch/theta/X: 138.63, yaw/phi/Y: 40.95, roll/Z: 47.00",119.13783673302395,"pitch/theta/X: 138.63, yaw/phi/Y: 40.95, roll/Z: 47.00",118.72181622661081,"x: 0.90, y: 0.24, z: 21.03",0.8950966797683885,0.24411727630046964,21.026466520281623,0.020882643992366723,-0.41602050641313326,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,47,138.626,40.95,rb,47,138.626,40.95
6,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 138.00",139.98776087902286,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 138.00",138.34450180970103,"x: 0.94, y: 0.26, z: 22.03",0.9376377393668974,0.2557193834636993,22.02578668937979,0.022579142954952947,-1.6432590693218287,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,138,327.539,-85.05,rb,138,327.539,-85.05
7,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 191.00",138.43140542924283,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 191.00",136.96035679767883,"x: 0.93, y: 0.25, z: 21.94",0.9339639716190131,0.2547174468051854,21.939487235588754,0.022719346387432643,-1.4710486315640026,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,191,275.016,-87.75,rb,191,275.016,-87.75
8,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 191.00",138.52328943782686,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 191.00",137.08942623797137,"x: 0.93, y: 0.25, z: 21.94",0.934103018605487,0.25475536871058735,21.942753549576864,0.02301732176323995,-1.4338631998554945,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,191,275.016,-87.75,rg,191,275.016,-87.75
9,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 138.00",139.76129647916449,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 138.00",138.0680903158792,"x: 0.93, y: 0.25, z: 21.94",0.9341762012299468,0.25477532760816735,21.944472662202184,0.02344097119456348,-1.6932061632852822,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,138,327.539,-85.05,rg,138,327.539,-85.05
10,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 129.00",136.86885299271265,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 129.00",138.479174667055,"x: 0.96, y: 0.26, z: 22.63",0.9635517066881294,0.26278682909676254,22.634524470005392,0.024520632067733333,1.6103216743423445,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,129,36.506,85.05,rg,129,36.506,85.05
11,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 101.00",146.04747160220288,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 101.00",144.11163873554844,"x: 0.93, y: 0.25, z: 21.96",0.9346592065513817,0.254907056332195,21.95581880552929,0.02504266740685862,-1.9358328666544367,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,101,0.0,-89.55,rg,101,0.0,-89.55
12,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 101.00",145.98330732023663,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 101.00",144.07713371822067,"x: 0.93, y: 0.25, z: 21.95",0.9345494326146919,0.25487711798582513,21.95324013659131,0.02520223607725483,-1.9061736020159685,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,101,0.0,-89.55,rb,101,0.0,-89.55
13,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 221.00",136.0462795257175,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 221.00",134.6097751900427,"x: 0.93, y: 0.25, z: 21.87",0.9311391223148632,0.2539470333585991,21.87312948825143,0.025359867428082578,-1.4365043356747833,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,221,242.554,-83.25,rb,221,242.554,-83.25
14,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 167.00",133.6217649278439,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 167.00",135.51814626897058,"x: 0.90, y: 0.25, z: 21.25",0.9047567861970883,0.2467518507810241,21.253389386823784,0.02579910776834221,1.89638134112667,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,167,73.703,49.95,rb,167,73.703,49.95
15,"pitch/theta/X: 93.77, yaw/phi/Y: 57.15, roll/Z: 186.00",136.21635996916376,"pitch/theta/X: 93.77, yaw/phi/Y: 57.15, roll/Z: 186.00",137.82134260759744,"x: 0.95, y: 0.26, z: 22.29",0.9486956339227804,0.25873517288803105,22.285544607065553,0.02595773063038373,1.6049826384336825,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,186,93.766,57.15,rg,186,93.766,57.15
16,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 213.00",140.56001181103053,"pitch/theta/X: 121.49, yaw/phi/Y: 83.25, roll/Z: 213.00",142.32037590490242,"x: 0.98, y: 0.27, z: 22.95",0.9768855808647136,0.266423340235831,22.947746790338588,0.025992021112631353,1.7603640938718854,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,213,121.491,83.25,rb,213,121.491,83.25
17,"pitch/theta/X: 165.23, yaw/phi/Y: -62.55, roll/Z: 299.00",119.43919237898979,"pitch/theta/X: 165.23, yaw/phi/Y: -62.55, roll/Z: 299.00",118.8972521612067,"x: 0.87, y: 0.24, z: 20.47",0.8712391441944785,0.23761067568940325,20.4660358044275,0.026435496041286033,-0.5419402177830932,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,299,165.233,-62.55,rg,299,165.233,-62.55
18,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 130.00",136.47875987664477,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 130.00",137.92548179563622,"x: 0.97, y: 0.26, z: 22.69",0.9658935506708443,0.26342551381932117,22.68953607401561,0.02646123013384455,1.446721918991443,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,130,36.506,85.05,rb,130,36.506,85.05
19,"pitch/theta/X: 68.97, yaw/phi/Y: 80.55, roll/Z: 162.00",137.27881467531955,"pitch/theta/X: 68.97, yaw/phi/Y: 80.55, roll/Z: 162.00",138.79301119609445,"x: 0.98, y: 0.27, z: 23.03",0.9803251642143263,0.267361408422089,23.0285450837286,0.026520451151464702,1.5141965207749024,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,162,68.967,80.55,rg,162,68.967,80.55
20,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 96.00",133.11203035090298,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 96.00",134.6673585450006,"x: 0.95, y: 0.26, z: 22.35",0.9515790293264985,0.2595215534526814,22.353277644503137,0.02675034877568111,1.5553281940976262,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,96,4.045,89.55,rg,96,4.045,89.55
21,"pitch/theta/X: 262.62, yaw/phi/Y: -76.05, roll/Z: 200.00",138.15078074822793,"pitch/theta/X: 262.62, yaw/phi/Y: -76.05, roll/Z: 200.00",137.0703959200834,"x: 0.93, y: 0.25, z: 21.74",0.9253503767200892,0.25236828456002436,21.737147679588663,0.026858655656173264,-1.0803848281445312,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,200,262.616,-76.05,rg,200,262.616,-76.05
22,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 96.00",133.1688122322881,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 96.00",134.7390376042105,"x: 0.95, y: 0.26, z: 22.35",0.9514033910277948,0.2594736520984895,22.349151774202372,0.02686899031883133,1.5702253719223904,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,96,4.045,89.55,rb,96,4.045,89.55
23,"pitch/theta/X: 282.68, yaw/phi/Y: -68.85, roll/Z: 183.00",136.27145118749917,"pitch/theta/X: 282.68, yaw/phi/Y: -68.85, roll/Z: 183.00",135.07265713815394,"x: 0.90, y: 0.25, z: 21.23",0.9037102746673126,0.24646643854563072,21.228806076281717,0.027220685573892206,-1.1987940493452243,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,183,282.679,-68.85,rg,183,282.679,-68.85
24,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 54.00",142.8729832266391,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 54.00",140.93388239854406,"x: 0.94, y: 0.26, z: 22.08",0.939906400725153,0.25633810928867806,22.079079180764694,0.028627391294496013,-1.939100828095036,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,54,52.523,-86.85,rg,54,52.523,-86.85
25,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 54.00",142.25523616403885,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 54.00",140.35239995547443,"x: 0.94, y: 0.26, z: 22.07",0.9394087588788258,0.25620238878513435,22.06738921491252,0.02863221731184032,-1.9028362085644233,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,54,52.523,-86.85,rb,54,52.523,-86.85
26,"pitch/theta/X: 55.45, yaw/phi/Y: -37.35, roll/Z: 67.00",107.27062361256075,"pitch/theta/X: 55.45, yaw/phi/Y: -37.35, roll/Z: 67.00",108.16719216739016,"x: 0.76, y: 0.21, z: 17.84",0.7596136871058737,0.20716736921069287,17.84387331702781,0.028682094904329658,0.8965685548294005,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,67,55.45,-37.35,rb,67,55.45,-37.35
27,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 328.00",140.9065991022612,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 328.00",138.95125932837507,"x: 0.94, y: 0.26, z: 22.11",0.9411870966532001,0.2566873899963273,22.10916365170778,0.029048554616131955,-1.9553397738861236,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,328,137.508,-88.65,rg,328,137.508,-88.65
28,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 328.00",140.99423535127136,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 328.00",139.0840461147712,"x: 0.94, y: 0.26, z: 22.09",0.9405796808701834,0.25652173114641363,22.09489501691763,0.02945808629899277,-1.9101892365001447,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rb,328,137.508,-88.65,rb,328,137.508,-88.65
29,"pitch/theta/X: 48.91, yaw/phi/Y: 73.35, roll/Z: 143.00",132.87102880845805,"pitch/theta/X: 48.91, yaw/phi/Y: 73.35, roll/Z: 143.00",134.16406803820075,"x: 0.98, y: 0.27, z: 23.07",0.9822937768122963,0.2678983027669899,23.074789213349693,0.029778370981109192,1.2930392297427034,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_16051481.png,rg,143,48.905,73.35,rg,143,48.905,73.35
