img_number,iterations,loss,roll,pitch,yaw,x,y,z
14,2826,1000000.0,11.89403713347642,-73.57418876798687,9.29499957495062,0.3131546892893529,0.32494256276470085,-1.3989041533149038
15,1343,5.167387380766568,-8.10596107496617,-83.11857557840068,18.257232516397867,0.36007836156376904,0.25473487514276005,-1.0600850947704936
16,1187,0.0021089319309324905,-28.105520634377818,-83.49349755352469,32.90765453606264,0.3861655704579007,0.275716730175371,-1.3040745660683117
17,2874,1000000.0,-28.105520634377818,-83.49349755352469,32.90765453606264,0.3861655704579007,0.275716730175371,-1.3040745660683117
18,1598,2.1544789832735756,-48.10551371321935,-83.45947345259725,41.975299400309915,0.41601247234910377,0.2600587205683891,-1.415922914308804
19,2874,1000000.0,-48.10551371321935,-83.45947345259725,41.975299400309915,0.41601247234910377,0.2600587205683891,-1.415922914308804
20,3795,1.7378600146312667e-08,-7.701750720548995,-142.9628273458074,-7.84069138536882,0.3450853330378667,1.0291643194487907,-9.03162850608297
21,655,1.5341107204769407e-08,-9.348408767228356,-148.10343246747212,-12.425673215887624,0.44136778177418795,1.138807831373292,-10.428913578296532
22,3390,8.400950196665367,-35.285982978533,-112.32245723485309,8.573354879770708,0.35385247703210265,0.23870230503261186,-1.5137401078212531
23,1588,4.721011038004292,-19.548291375654905,-92.32280749383663,-11.3905757759855,0.41694631594642684,0.1907059882980689,-1.017103666140112
24,2874,1000000.0,-19.548291375654905,-92.32280749383663,-11.3905757759855,0.41694631594642684,0.1907059882980689,-1.017103666140112
25,1642,5.063995884548796,-9.802273886221993,-91.97994772025213,-31.390477617254298,0.4121618295931764,0.14190114106306817,-0.7889906288350932
26,1602,6.090844731407277,4.946577812906062,-93.32803302081206,-51.390460470163006,0.40361832548954624,0.12685652949598775,-0.6626878261227827
27,1556,4.482712259179954,19.527846330222925,-97.77066981599305,-71.39046023361658,0.41534377345347745,0.09937414464347641,-0.8559467596632512
28,1546,6.209328419600272,35.1088782918087,-102.06849140607756,-91.39046002256302,0.424016699212851,0.10879261923370923,-1.1621454494460786
29,1703,0.5181532200493083,48.52273409718633,-102.08311291848854,-111.39046002256302,0.4307658321389702,0.02672317930900714,-1.2393603474655759
30,1053,1.4853863913556847e-11,52.14117560490526,-100.80505269745095,-119.53898966299664,0.4060758108226056,0.025832096802146595,-1.116831302458239
31,1130,7.716955967134432e-12,58.14362943482179,-102.3596250640185,-130.89337051258846,0.3957299061693914,-0.002268955410462334,-1.158649371629344
32,1166,2.346625580553166e-11,40.04103486121444,-101.61827386445245,-117.47704696210656,0.38483693707057365,0.007090025810258758,-1.0243986230339366
33,1309,1.3615043131795493e-11,38.377661385706375,-100.03832537972494,-121.0270016927079,0.339664817728629,-0.00806399263698247,-0.6299405347655377
34,1627,0.20532114964776857,18.37768776552022,-95.51251851141001,-105.69259257909047,0.3259159029576131,0.00034166505278177705,-0.34125564204573655
35,3254,2.002574942042424e-09,13.071110173588924,-50.49830110391461,-104.27687202658754,0.7206033133514513,-0.12635184950610034,-4.834568520091644
36,711,2.9729463704273814e-09,15.203757847422086,-48.679792876284715,-112.12043444708729,0.6693329082206924,-0.21306337271043424,-4.729709075755283
37,1036,8.636071073918834e-11,23.013749455411105,-68.21123559086944,-123.9586627008897,0.3213641470288212,-0.029424183810263967,-0.611268947054424
38,925,1.7763678594094795e-10,9.101571455640824,-70.95829834314344,-115.59421199041739,0.2979590780990214,-0.01875857856667087,-0.46368187215828793
39,1056,6.426252995329688e-11,6.462603676834085,-75.06717854836847,-117.57653004147627,0.28512892749911584,-0.01981959911007697,-0.312504293804728
40,1078,9.339569924288095e-11,9.443405035782668,-73.57584852771696,-125.8106554932991,0.2698153398125498,-0.0499371986477863,-0.5400197594295673
41,908,4.972048207577693e-11,4.826924770423495,-73.58493889317481,-125.93344963610221,0.2647618678012219,-0.045884916195239794,-0.538020514840196
42,1065,6.466565928176128e-11,-3.760213215563618,-73.58586043297785,-122.27244858226436,0.25958558502845547,-0.04194979056700504,-0.5581133421345003
43,1231,1.544387454520277e-10,5.697253358350875,-71.39937134388227,-136.03032426762968,0.2702875718500469,-0.05634942572866586,-0.6587142819294662
44,1123,1.7686371791948332e-11,-12.151906506266549,-76.01942596400148,-124.53140563880234,0.1971297843135209,-0.04371298838773395,-0.3456519056147694
45,1147,5.8187524180084044e-11,-12.97226884990186,-71.92775649043048,-127.57680307426288,0.2478008232959814,-0.04308996258125384,-0.7017885716423296
46,2970,1000000.0,-12.97226884990186,-71.92775649043048,-127.57680307426288,0.2478008232959814,-0.04308996258125384,-0.7017885716423296
47,1036,7.059187001782956e-11,-15.307962918938133,-72.90916802894249,-134.72337156012787,0.23618817249143675,-0.05129154089331647,-0.7193069559849595
48,987,5.164384747684072e-11,-3.0404965425571753,-73.49046093486035,-151.9545449576134,0.20556308814450158,-0.06608505022748926,-0.6581066968152209
49,3018,1000000.0,-3.0404965425571753,-73.49046093486035,-151.9545449576134,0.20556308814450158,-0.06608505022748926,-0.6581066968152209
50,1289,4.5548944845234164e-11,-19.01982708130885,-75.49230629156504,-145.1594002360885,0.21849070887682748,-0.021023663276516058,-0.4460615023724786
51,1020,6.983134654824808e-11,-13.43018851831787,-74.41788579728805,-156.28081882106758,0.1846793660165163,-0.034625308646925944,-0.4851564456186934
52,3737,23.813789661426334,19.128056293489106,-66.456675897039,-192.81212564727707,0.1286685688246374,-0.15542222940319297,-1.3942313311530223
53,1690,5.14359907006878,6.201284535531963,-67.42901427720201,-183.43843376908973,0.21518702811301188,-0.1333140924946873,-1.2701731764900843
54,1622,3.7607606303597314,19.104772585361268,-87.42901427720201,-203.43424577572438,0.1579271030312786,-0.002950825513051176,0.04298171344702569
55,1249,8.776075792135781e-11,10.296158278605642,-72.61943323012943,-197.69962546700725,0.19655287260723392,-0.050482397655785716,-0.4121702424397712
56,1251,0.008459815581897453,15.941306050275404,-89.80062911798869,-210.14997683238835,0.17142371107368892,0.03539382661768632,0.25233077016955635
57,1346,2.1009393498768705e-11,23.97336132448276,-75.86802940748811,-221.92267051753447,0.16855263977759283,-0.0009806872196795665,-0.01920261475398058
58,1017,8.045961717559674e-05,28.62231957633579,-71.80784137178476,-230.99269445883652,0.14898494473626905,0.0009084386654593403,-0.1899370310324851
59,1487,1.8697520387475938e-10,30.566128201346125,-69.9955965631046,-237.5982602463796,0.13909250092013375,0.013928890307623544,-0.1936673270589621
60,2599,1.6474956619018601e-09,20.384774673581983,-48.89192685591936,-233.86680139801848,-0.26424950751140236,-0.18356702848376683,-4.101764307998474
61,1159,0.007875841612727988,31.7215047117742,-68.89192672376936,-249.01405558117202,0.12353122036742395,0.05127710194056947,-0.30192767168665746
62,1612,0.033039845543615415,46.851455139428566,-70.86663898714527,-269.0129318864523,0.18149377470849937,0.10095833381029373,0.34460249242784274
63,1560,0.002894043891838955,26.851473419219417,-68.06614746508006,-253.73853735246246,0.12759072906187796,0.06113266995963833,-0.28834225595044904
64,1138,1.425584897460139e-10,28.80529263626253,-67.57977073006256,-260.450307975572,0.12782316288922294,0.0728303304269694,-0.3170040206692242
65,1609,0.047718691865101484,43.272258085874356,-68.03060097835467,-280.45030432836177,0.1756827446325785,0.1373668580486062,0.10600373764054788
66,975,5.684421088798377,54.41484563970641,-68.6543519565098,-297.8614893008098,0.20909108802888138,0.20211267480829243,0.2235356926256566
67,1566,1.0306203741334952,34.41484651878112,-65.1470770488009,-280.61122189823425,0.14297607689966985,0.13076999391631866,-0.4545549687928796
68,947,4.309134135931232e-10,22.17294087050251,-60.57978777296541,-272.84497045021084,0.048835454396013986,0.0976912548514321,-1.3345530575440323
69,1585,2.194063511480108,34.06696536473031,-80.57970043858046,-292.84167556700015,0.21264566499743703,0.18081204351164498,0.5017785347656063
70,958,3.210247084282938,39.20574153242066,-69.46094351189585,-302.114237419382,0.2022346308853507,0.21001133110809045,-0.08743628110038368
71,1754,4.57000043563457,38.802896990972556,-66.58651078518909,-306.0073335895237,0.21037495198347106,0.21503446648488223,-0.10007891441781788
72,1627,3.784643841046821,32.33669878872884,-70.91645986977926,-305.145029093221,0.21530781367487334,0.21426888764547508,-0.09988918061225957
